msa_id,msa_name,carrier,bucket,state,seg_pop,total_pop,ooa,gy9,gy8,gyd,cb9,cb8,cbd,rate9,rank9
42700,"Sebring, FL",BCBS FL Traditional,PROF,FL,111122,111122,0,9.65,18.79,-9.14,10.30,23.11,-12.81,2298573,
42700,"Sebring, FL",UHC PPO,OP,FL,111122,111122,0,24.16,28.82,-4.66,60.54,20.54,40.00,2098622,
42700,"Sebring, FL",Aetna Open Choice PPO,PROF,FL,111122,111122,0,82.26,70.38,11.88,91.75,89.72,2.03,2155546,
42700,"Sebring, FL",Aetna Open Choice PPO,OP,FL,111122,111122,0,59.29,45.61,13.68,93.63,76.24,17.39,2065848,
42700,"Sebring, FL",BCBS PPO,OP,FL,111122,111122,0,13.54,11.68,1.86,53.19,52.04,1.15,2054405,
42700,"Sebring, FL",Aetna Choice POS,OP,FL,111122,111122,0,61.22,48.53,12.69,94.38,77.43,16.95,2051910,
42700,"Sebring, FL",Cigna LocalPlus,OP,FL,111122,111122,0,18.49,9.91,8.58,47.86,42.23,5.63,2077625,
42700,"Sebring, FL",Cigna PPO,PROF,FL,111122,111122,0,76.42,68.34,8.08,84.56,80.23,4.33,2304138,
33140,"Michigan City-La Porte, IN",BCBS PPO,PROF,IN,111294,111294,0,83.06,80.51,2.55,91.91,89.31,2.60,2301267,
33140,"Michigan City-La Porte, IN",Aetna Choice POS,OP,IN,111294,111294,0,61.03,51.30,9.73,77.04,74.13,2.91,2268708,
33140,"Michigan City-La Porte, IN",Aetna Choice POS,PROF,IN,111294,111294,0,79.48,75.13,4.35,90.90,91.04,-0.14,2183379,
33140,"Michigan City-La Porte, IN",UHC PPO,OP,IN,111294,111294,0,45.11,32.76,12.35,64.45,49.89,14.56,2317591,
33140,"Michigan City-La Porte, IN",Cigna PPO,PROF,IN,111294,111294,0,71.33,68.24,3.09,79.62,79.82,-0.20,2189570,
33140,"Michigan City-La Porte, IN",Cigna LocalPlus,PROF,IN,111294,111294,0,73.53,70.64,2.89,83.61,83.13,0.48,2171042,
33140,"Michigan City-La Porte, IN",Aetna Open Choice PPO,OP,IN,111294,111294,0,61.04,51.30,9.74,77.04,74.13,2.91,2268661,
33140,"Michigan City-La Porte, IN",Aetna Open Choice PPO,PROF,IN,111294,111294,0,79.46,75.11,4.35,90.86,91.00,-0.14,2182626,
33140,"Michigan City-La Porte, IN",UHC PPO,PROF,IN,111294,111294,0,75.04,66.13,8.91,85.07,75.72,9.35,2332120,
33140,"Michigan City-La Porte, IN",BCBS PPO,OP,IN,111294,111294,0,44.14,31.96,12.18,82.81,75.60,7.21,2229755,
33140,"Michigan City-La Porte, IN",UHC POS,OP,IN,111294,111294,0,45.24,32.76,12.48,63.94,49.89,14.05,2275252,
33140,"Michigan City-La Porte, IN",Cigna PPO,OP,IN,111294,111294,0,34.88,20.85,14.03,70.78,60.37,10.41,2302260,
33140,"Michigan City-La Porte, IN",Cigna OAP,PROF,IN,111294,111294,0,70.70,68.46,2.24,78.82,80.09,-1.27,2170262,
33140,"Michigan City-La Porte, IN",UHC Choice POS Plus,OP,IN,111294,111294,0,45.24,32.76,12.48,63.94,49.89,14.05,2275252,
33140,"Michigan City-La Porte, IN",Cigna LocalPlus,OP,IN,111294,111294,0,28.43,0.94,27.49,46.41,8.85,37.56,2245698,
33140,"Michigan City-La Porte, IN",UHC Choice POS Plus,PROF,IN,111294,111294,0,74.93,66.16,8.77,84.95,75.62,9.33,2309062,
33140,"Michigan City-La Porte, IN",Cigna OAP,OP,IN,111294,111294,0,34.88,20.86,14.02,70.78,60.38,10.40,2302260,
33140,"Michigan City-La Porte, IN",UHC POS,PROF,IN,111294,111294,0,74.92,66.07,8.85,84.95,75.58,9.37,2310201,
48060,"Watertown-Fort Drum, NY",Cigna LocalPlus,OP,NY,111540,111540,0,22.62,17.48,5.14,55.49,36.53,18.96,1977493,
48060,"Watertown-Fort Drum, NY",UHC Choice POS Plus,PROF,NY,111540,111540,0,62.54,59.24,3.30,86.90,72.53,14.37,2253766,
48060,"Watertown-Fort Drum, NY",UHC PPO,OP,NY,111540,111540,0,40.73,43.90,-3.17,72.85,64.08,8.77,2019777,
48060,"Watertown-Fort Drum, NY",Cigna OAP,OP,NY,111540,111540,0,18.89,15.19,3.70,49.03,30.74,18.29,1979059,
48060,"Watertown-Fort Drum, NY",Cigna MVP,PROF,NY,111540,111540,1,4.79,,,5.69,,,2298639,
48060,"Watertown-Fort Drum, NY",Cigna MVP,OP,NY,111540,111540,1,31.81,,,42.63,,,2037548,
48060,"Watertown-Fort Drum, NY",BCBS PPO,OP,NY,111540,111540,0,25.82,52.14,-26.32,61.55,14.87,46.68,1987234,
48060,"Watertown-Fort Drum, NY",Cigna OAP,PROF,NY,111540,111540,0,26.16,29.47,-3.31,32.01,35.99,-3.98,2309526,
48060,"Watertown-Fort Drum, NY",UHC POS,OP,NY,111540,111540,0,40.73,43.90,-3.17,72.85,64.08,8.77,2019777,
48060,"Watertown-Fort Drum, NY",Cigna MVP MV,OP,NY,111540,111540,1,18.89,,,49.03,,,1979059,
48060,"Watertown-Fort Drum, NY",UHC PPO,PROF,NY,111540,111540,0,63.04,59.78,3.26,87.65,73.01,14.64,2257537,
48060,"Watertown-Fort Drum, NY",Cigna LocalPlus,PROF,NY,111540,111540,0,48.58,47.86,0.72,60.11,62.25,-2.14,2365341,
48060,"Watertown-Fort Drum, NY",Aetna Choice POS,PROF,NY,111540,111540,0,77.15,69.69,7.46,95.83,94.69,1.14,2245262,
48060,"Watertown-Fort Drum, NY",Aetna Choice POS,OP,NY,111540,111540,0,61.18,47.90,13.28,94.55,88.82,5.73,2026102,
48060,"Watertown-Fort Drum, NY",Aetna Open Choice PPO,OP,NY,111540,111540,0,61.19,47.90,13.29,94.55,88.82,5.73,2026187,
48060,"Watertown-Fort Drum, NY",Aetna Open Choice PPO,PROF,NY,111540,111540,0,76.94,69.68,7.26,95.82,94.66,1.16,2245034,
48060,"Watertown-Fort Drum, NY",Cigna PPO,OP,NY,111540,111540,0,18.89,15.19,3.70,49.03,30.74,18.29,1979059,
48060,"Watertown-Fort Drum, NY",UHC POS,PROF,NY,111540,111540,0,61.71,59.16,2.55,86.19,72.32,13.87,2250587,
48060,"Watertown-Fort Drum, NY",Cigna PPO,PROF,NY,111540,111540,0,26.14,29.33,-3.19,32.04,35.83,-3.79,2308692,
48060,"Watertown-Fort Drum, NY",Cigna MVP MV,PROF,NY,111540,111540,1,25.61,,,29.70,,,2303069,
48060,"Watertown-Fort Drum, NY",UHC Choice POS Plus,OP,NY,111540,111540,0,40.73,43.90,-3.17,72.85,64.08,8.77,2019777,
48060,"Watertown-Fort Drum, NY",BCBS PPO,PROF,NY,111540,111540,0,4.87,4.58,0.29,6.80,6.07,0.73,2287173,
41140,"St. Joseph, MO-KS",Aetna Choice POS,OP,MO,111576,119170,0,43.28,47.19,-3.91,48.05,84.46,-36.41,2194138,
41140,"St. Joseph, MO-KS",BCBS KC Preferred Care Blue PPO,PROF,MO,111576,119170,0,76.85,,,84.60,,,2243662,
41140,"St. Joseph, MO-KS",BCBS KC Preferred Care Blue PPO,OP,MO,111576,119170,0,0.00,,,0.00,,,2186112,
41140,"St. Joseph, MO-KS",BCBS HPN,OP,MO,111576,119170,0,0.00,,,0.00,,,2186112,
41140,"St. Joseph, MO-KS",Cigna OAP,PROF,MO,111576,119170,0,67.60,66.72,0.88,79.03,80.09,-1.06,2238938,
41140,"St. Joseph, MO-KS",Aetna Choice POS,PROF,MO,111576,119170,0,80.23,75.60,4.63,87.68,89.99,-2.31,2260734,
41140,"St. Joseph, MO-KS",BCBS PPO,OP,MO,111576,119170,0,13.53,1.92,11.61,17.51,4.12,13.39,2132521,
41140,"St. Joseph, MO-KS",Cigna PPO,OP,MO,111576,119170,0,12.24,3.56,8.68,33.26,27.22,6.04,2191693,
41140,"St. Joseph, MO-KS",UHC PPO,OP,MO,111576,119170,0,11.63,39.14,-27.51,26.61,75.71,-49.10,2196830,
41140,"St. Joseph, MO-KS",BCBS PPO,PROF,MO,111576,119170,0,78.56,42.28,36.28,87.09,87.55,-0.46,2308733,
41140,"St. Joseph, MO-KS",Aetna Open Choice PPO,PROF,MO,111576,119170,0,80.00,75.59,4.41,87.57,89.95,-2.38,2263064,
41140,"St. Joseph, MO-KS",BCBS HPN,PROF,MO,111576,119170,0,31.14,,,34.22,,,2358878,
41140,"St. Joseph, MO-KS",Cigna OAP,OP,MO,111576,119170,0,12.24,3.56,8.68,33.26,27.22,6.04,2191693,
41140,"St. Joseph, MO-KS",UHC POS,PROF,MO,111576,119170,0,75.27,60.90,14.37,83.37,77.22,6.15,2327402,
41140,"St. Joseph, MO-KS",UHC POS,OP,MO,111576,119170,0,11.63,39.14,-27.51,26.61,75.71,-49.10,2196830,
41140,"St. Joseph, MO-KS",Aetna Open Choice PPO,OP,MO,111576,119170,0,43.27,47.19,-3.92,48.04,84.46,-36.42,2193578,
41140,"St. Joseph, MO-KS",UHC Choice POS Plus,OP,MO,111576,119170,0,11.63,39.14,-27.51,26.61,75.71,-49.10,2196830,
41140,"St. Joseph, MO-KS",UHC PPO,PROF,MO,111576,119170,0,75.50,60.95,14.55,83.53,77.22,6.31,2334377,
41140,"St. Joseph, MO-KS",Cigna LocalPlus,OP,MO,111576,119170,0,13.23,4.58,8.65,39.91,32.68,7.23,2196132,
41140,"St. Joseph, MO-KS",Cigna LocalPlus,PROF,MO,111576,119170,0,69.65,68.48,1.17,81.80,81.52,0.28,2246819,
41140,"St. Joseph, MO-KS",UHC Choice POS Plus,PROF,MO,111576,119170,0,75.41,61.35,14.06,83.52,77.57,5.95,2334405,
41140,"St. Joseph, MO-KS",Cigna PPO,PROF,MO,111576,119170,0,67.85,66.75,1.10,79.02,80.48,-1.46,2239145,
40700,"Roseburg, OR",Providence Health Plan Option Advantage,OP,OR,111951,111951,0,4.31,,,25.09,,,2211614,
40700,"Roseburg, OR",PacificSource OR Voyager,OP,OR,111951,111951,0,32.81,,,78.60,,,2196431,
40700,"Roseburg, OR",Aetna Open Choice PPO,OP,OR,111951,111951,0,37.39,50.14,-12.75,54.78,77.71,-22.93,2256257,
40700,"Roseburg, OR",Cigna PPO,PROF,OR,111951,111951,0,73.22,75.22,-2.00,87.54,88.07,-0.53,2878669,
40700,"Roseburg, OR",UHC Choice POS Plus,PROF,OR,111951,111951,0,74.08,63.64,10.44,87.63,77.12,10.51,2987405,
40700,"Roseburg, OR",UHC Choice POS Plus,OP,OR,111951,111951,0,11.04,42.13,-31.09,20.94,67.75,-46.81,2235390,
40700,"Roseburg, OR",Cigna PPO,OP,OR,111951,111951,0,4.41,45.26,-40.85,25.26,73.32,-48.06,2208480,
40700,"Roseburg, OR",BCBS PPO,PROF,OR,111951,111951,0,83.30,82.56,0.74,91.68,91.13,0.55,3237922,
40700,"Roseburg, OR",Aetna Choice POS,PROF,OR,111951,111951,0,80.93,79.75,1.18,92.38,91.51,0.87,2808641,
40700,"Roseburg, OR",Aetna Choice POS,OP,OR,111951,111951,0,37.39,50.14,-12.75,54.78,77.71,-22.93,2256257,
40700,"Roseburg, OR",First Choice Health,PROF,OR,111951,111951,1,0.00,,,0.00,,,2940131,
40700,"Roseburg, OR",Providence Health Plan Option Advantage,PROF,OR,111951,111951,0,72.64,,,86.70,,,2877252,
40700,"Roseburg, OR",Cigna LocalPlus,PROF,OR,111951,111951,0,74.22,75.83,-1.61,88.92,89.12,-0.20,2882070,
40700,"Roseburg, OR",Cigna OAP,PROF,OR,111951,111951,0,73.22,75.22,-2.00,87.54,88.07,-0.53,2878391,
40700,"Roseburg, OR",UHC PPO,PROF,OR,111951,111951,0,74.34,63.74,10.60,87.65,77.04,10.61,2985626,
40700,"Roseburg, OR",BCBS PPO,OP,OR,111951,111951,0,39.95,45.08,-5.13,70.58,83.23,-12.65,2250707,
40700,"Roseburg, OR",PacificSource OR Voyager,PROF,OR,111951,111951,0,0.00,,,0.00,,,2940131,
40700,"Roseburg, OR",PacificSource OR Navigator,OP,OR,111951,111951,0,20.20,,,78.73,,,2195460,
40700,"Roseburg, OR",Cigna LocalPlus,OP,OR,111951,111951,0,5.24,44.87,-39.63,26.43,73.39,-46.96,2208429,
40700,"Roseburg, OR",Asuris Preferred,OP,OR,111951,111951,0,46.05,,,91.34,,,2236890,
40700,"Roseburg, OR",UHC POS,OP,OR,111951,111951,0,11.04,42.13,-31.09,20.94,67.75,-46.81,2235390,
40700,"Roseburg, OR",Cigna OAP,OP,OR,111951,111951,0,4.33,44.87,-40.54,22.68,73.31,-50.63,2208306,
40700,"Roseburg, OR",Aetna Open Choice PPO,PROF,OR,111951,111951,0,80.97,79.71,1.26,92.38,91.49,0.89,2809677,
40700,"Roseburg, OR",UHC POS,PROF,OR,111951,111951,0,73.89,63.72,10.17,87.46,77.12,10.34,2981930,
40700,"Roseburg, OR",First Choice Health,OP,OR,111951,111951,1,1.01,,,1.33,,,2221448,
40700,"Roseburg, OR",UHC PPO,OP,OR,111951,111951,0,11.04,42.13,-31.09,20.94,67.75,-46.81,2235390,
40700,"Roseburg, OR",PacificSource OR Navigator,PROF,OR,111951,111951,0,0.00,,,0.00,,,2940131,
40700,"Roseburg, OR",Asuris Preferred,PROF,OR,111951,111951,0,84.07,,,91.41,,,3009040,
48700,"Williamsport, PA",UPMC Standard,PROF,PA,112587,112587,0,42.28,,,48.05,,,2209776,
48700,"Williamsport, PA",UHC PPO,OP,PA,112587,112587,0,43.85,57.36,-13.51,69.01,74.77,-5.76,2186417,
48700,"Williamsport, PA",UPMC Standard,OP,PA,112587,112587,0,33.74,,,51.37,,,2000646,
48700,"Williamsport, PA",Cigna OAP,OP,PA,112587,112587,0,40.71,51.95,-11.24,71.21,74.10,-2.89,2104182,
48700,"Williamsport, PA",Cigna LocalPlus,OP,PA,112587,112587,0,40.91,51.98,-11.07,75.53,74.96,0.57,2103563,
48700,"Williamsport, PA",Aetna Open Choice PPO,PROF,PA,112587,112587,0,82.73,74.02,8.71,88.99,88.63,0.36,2431252,
48700,"Williamsport, PA",UHC Choice POS Plus,PROF,PA,112587,112587,0,76.17,64.54,11.63,89.08,77.30,11.78,2458714,
48700,"Williamsport, PA",UHC PPO,PROF,PA,112587,112587,0,76.59,65.00,11.59,89.49,77.75,11.74,2457056,
48700,"Williamsport, PA",UHC POS,PROF,PA,112587,112587,0,76.68,64.99,11.69,89.71,77.77,11.94,2455853,
48700,"Williamsport, PA",UHC Choice POS Plus,OP,PA,112587,112587,0,43.85,57.36,-13.51,69.01,74.77,-5.76,2186417,
48700,"Williamsport, PA",Capital BC PA Traditional,OP,PA,112587,112587,0,28.45,33.41,-4.96,43.51,46.41,-2.90,1816674,
48700,"Williamsport, PA",BCBS PPO,OP,PA,112587,112587,0,52.57,58.17,-5.60,81.12,80.95,0.17,2042612,
48700,"Williamsport, PA",Cigna LocalPlus,PROF,PA,112587,112587,0,74.63,71.14,3.49,84.47,84.68,-0.21,2439905,
48700,"Williamsport, PA",Capital BC PA Traditional,PROF,PA,112587,112587,0,66.13,63.38,2.75,75.79,74.22,1.57,2441532,
48700,"Williamsport, PA",UPMC Total Advantage,PROF,PA,112587,112587,0,40.22,,,44.67,,,2197825,
48700,"Williamsport, PA",Cigna OAP,PROF,PA,112587,112587,0,71.16,70.60,0.56,80.22,83.12,-2.90,2452524,
48700,"Williamsport, PA",Aetna Open Choice PPO,OP,PA,112587,112587,0,81.96,64.26,17.70,96.59,86.39,10.20,2047491,
48700,"Williamsport, PA",UPMC Premium,PROF,PA,112587,112587,0,42.77,,,48.18,,,2181218,
48700,"Williamsport, PA",Aetna Choice POS,PROF,PA,112587,112587,0,82.73,74.00,8.73,88.99,88.64,0.35,2430715,
48700,"Williamsport, PA",UHC POS,OP,PA,112587,112587,0,43.85,57.36,-13.51,69.01,74.77,-5.76,2186417,
48700,"Williamsport, PA",Cigna PPO,PROF,PA,112587,112587,0,70.92,70.55,0.37,79.97,83.04,-3.07,2453931,
48700,"Williamsport, PA",BCBS PPO,PROF,PA,112587,112587,0,15.94,21.85,-5.91,17.06,23.13,-6.07,2351171,
48700,"Williamsport, PA",Cigna PPO,OP,PA,112587,112587,0,40.71,51.95,-11.24,71.21,74.10,-2.89,2104182,
48700,"Williamsport, PA",Aetna Choice POS,OP,PA,112587,112587,0,81.96,64.26,17.70,96.59,86.39,10.20,2047491,
48700,"Williamsport, PA",UPMC Total Advantage,OP,PA,112587,112587,0,33.74,,,51.37,,,2000646,
48700,"Williamsport, PA",UPMC Premium,OP,PA,112587,112587,0,33.74,,,51.37,,,2000646,
41780,"Sandusky, OH",Cigna PPO,PROF,OH,112777,112777,0,66.40,70.61,-4.21,75.55,82.41,-6.86,2265235,
41780,"Sandusky, OH",Cigna LocalPlus,OP,OH,112777,112777,0,17.39,11.72,5.67,70.06,68.66,1.40,2084467,
41780,"Sandusky, OH",UHC POS,OP,OH,112777,112777,0,25.93,11.44,14.49,54.39,25.99,28.40,2158810,
41780,"Sandusky, OH",Cigna OAP,PROF,OH,112777,112777,0,66.39,70.61,-4.22,75.54,82.42,-6.88,2264825,
41780,"Sandusky, OH",Aetna Choice POS,OP,OH,112777,112777,0,62.97,51.22,11.75,89.56,84.23,5.33,2121497,
41780,"Sandusky, OH",BCBS PPO,PROF,OH,112777,112777,0,79.91,78.17,1.74,90.65,90.59,0.06,2292804,
41780,"Sandusky, OH",UHC POS,PROF,OH,112777,112777,0,74.78,66.36,8.42,84.09,76.51,7.58,2451240,
41780,"Sandusky, OH",Cigna OAP,OP,OH,112777,112777,0,16.81,11.39,5.42,67.96,63.66,4.30,2085555,
41780,"Sandusky, OH",UHC Choice POS Plus,PROF,OH,112777,112777,0,74.78,66.34,8.44,84.09,76.49,7.60,2448987,
41780,"Sandusky, OH",UHC PPO,OP,OH,112777,112777,0,12.27,11.44,0.83,45.37,25.99,19.38,2119427,
41780,"Sandusky, OH",Cigna PPO,OP,OH,112777,112777,0,16.84,11.39,5.45,67.99,63.66,4.33,2085368,
41780,"Sandusky, OH",Aetna Open Choice PPO,OP,OH,112777,112777,0,62.32,51.22,11.10,89.49,84.23,5.26,2098943,
41780,"Sandusky, OH",Aetna Open Choice PPO,PROF,OH,112777,112777,0,83.22,79.56,3.66,90.92,91.42,-0.50,2315714,
41780,"Sandusky, OH",BCBS PPO,OP,OH,112777,112777,0,38.45,23.96,14.49,73.05,71.18,1.87,2150093,
41780,"Sandusky, OH",Aetna Choice POS,PROF,OH,112777,112777,0,83.33,79.79,3.54,91.00,91.34,-0.34,2319354,
41780,"Sandusky, OH",UHC PPO,PROF,OH,112777,112777,0,74.79,65.67,9.12,84.10,76.32,7.78,2451508,
41780,"Sandusky, OH",Cigna LocalPlus,PROF,OH,112777,112777,0,79.34,73.48,5.86,89.54,86.19,3.35,2276037,
41780,"Sandusky, OH",UHC Choice POS Plus,OP,OH,112777,112777,0,25.93,11.44,14.49,54.39,25.99,28.40,2158810,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC Choice POS Plus,PROF,NJ,112953,887615,0,69.44,59.96,9.48,78.55,67.78,10.77,2313476,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO_Independence BC PA Personal Choice,PROF,NJ,112953,887615,0,33.94,,,36.86,,,2250751,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Capital BC PA Traditional,OP,NJ,112953,887615,0,48.21,43.51,4.70,72.49,67.43,5.06,2307382,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna OAP,OP,NJ,112953,887615,0,54.90,49.70,5.20,81.59,75.56,6.03,2110748,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC Choice POS Plus,OP,NJ,112953,887615,0,45.45,47.98,-2.53,72.25,71.24,1.01,2046268,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna OAP,PROF,NJ,112953,887615,0,74.13,76.73,-2.60,83.16,87.04,-3.88,2238009,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO,OP,NJ,112953,887615,0,42.17,39.94,2.23,75.95,77.34,-1.39,2150022,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Premium,PROF,NJ,112953,887615,0,46.26,,,51.07,,,2158847,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Standard,PROF,NJ,112953,887615,0,12.75,,,14.76,,,2276467,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Total Advantage,PROF,NJ,112953,887615,0,41.90,,,47.71,,,2171268,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC PPO,OP,NJ,112953,887615,0,45.48,47.98,-2.50,72.27,71.24,1.03,2047774,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC POS,OP,NJ,112953,887615,0,45.48,47.98,-2.50,72.27,71.24,1.03,2047774,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO_Independence BC PA Personal Choice,OP,NJ,112953,887615,0,52.58,,,75.14,,,2355031,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN,OP,NJ,112953,887615,0,39.06,,,66.24,,,2100407,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Standard,OP,NJ,112953,887615,0,33.10,,,53.39,,,2066733,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN_Capital BC PA Blue High Performance,OP,NJ,112953,887615,0,39.53,,,63.12,,,2229348,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Aetna Open Choice PPO,OP,NJ,112953,887615,0,79.04,75.12,3.92,95.18,92.02,3.16,2203188,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN_Independence BC PA HPN,OP,NJ,112953,887615,0,49.52,,,73.77,,,2240259,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN_Independence BC PA HPN,PROF,NJ,112953,887615,0,4.49,,,4.87,,,2277604,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Aetna Open Choice PPO,PROF,NJ,112953,887615,0,86.18,83.80,2.38,93.67,94.15,-0.48,2400526,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO_Capital BC PA PPO,PROF,NJ,112953,887615,0,57.81,,,62.81,,,2414746,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Aetna Choice POS,OP,NJ,112953,887615,0,79.04,75.12,3.92,95.18,92.02,3.16,2203221,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Aetna Choice POS,PROF,NJ,112953,887615,0,86.16,83.79,2.37,93.70,94.18,-0.48,2399514,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna LocalPlus,PROF,NJ,112953,887615,0,76.92,78.52,-1.60,86.54,91.12,-4.58,2246092,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna PPO,OP,NJ,112953,887615,0,55.05,50.39,4.66,81.68,75.66,6.02,2113877,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna OAP NJ,PROF,NJ,112953,887615,1,6.48,,,7.57,,,2306343,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC POS,PROF,NJ,112953,887615,0,68.30,59.98,8.32,77.95,67.85,10.10,2314280,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UHC PPO,PROF,NJ,112953,887615,0,69.46,59.99,9.47,78.55,67.85,10.70,2314238,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO,PROF,NJ,112953,887615,0,39.17,54.72,-15.55,42.94,67.18,-24.24,2238729,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna PPO,PROF,NJ,112953,887615,0,74.36,76.69,-2.33,83.28,87.04,-3.76,2245225,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Premium,OP,NJ,112953,887615,0,33.05,,,53.84,,,2066755,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN_Capital BC PA Blue High Performance,PROF,NJ,112953,887615,0,0.00,,,0.00,,,2278493,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna LocalPlus,OP,NJ,112953,887615,0,54.62,51.58,3.04,87.34,86.29,1.05,2081041,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Capital BC PA Traditional,PROF,NJ,112953,887615,0,62.15,72.27,-10.12,67.04,78.34,-11.30,2438179,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS HPN,PROF,NJ,112953,887615,0,0.00,,,0.00,,,2278493,
10900,"Allentown-Bethlehem-Easton, PA-NJ",BCBS PPO_Capital BC PA PPO,OP,NJ,112953,887615,0,49.53,,,77.95,,,2320214,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Cigna OAP NJ,OP,NJ,112953,887615,1,1.24,,,2.92,,,2148650,
10900,"Allentown-Bethlehem-Easton, PA-NJ",UPMC Total Advantage,OP,NJ,112953,887615,0,34.01,,,54.56,,,2058054,
34620,"Muncie, IN",Aetna Choice POS,PROF,IN,113106,113106,0,83.41,76.79,6.62,94.39,91.72,2.67,2326696,
34620,"Muncie, IN",Cigna LocalPlus,OP,IN,113106,113106,0,39.24,41.06,-1.82,82.60,82.42,0.18,2145325,
34620,"Muncie, IN",Cigna PPO,OP,IN,113106,113106,0,35.04,36.91,-1.87,77.16,79.82,-2.66,2145492,
34620,"Muncie, IN",Aetna Choice POS,OP,IN,113106,113106,0,51.95,42.04,9.91,68.90,76.33,-7.43,2185269,
34620,"Muncie, IN",Aetna Open Choice PPO,OP,IN,113106,113106,0,51.95,42.04,9.91,68.90,76.33,-7.43,2185191,
34620,"Muncie, IN",Aetna Open Choice PPO,PROF,IN,113106,113106,0,83.42,76.79,6.63,94.39,91.72,2.67,2327510,
34620,"Muncie, IN",Cigna OAP,PROF,IN,113106,113106,0,72.03,70.71,1.32,86.65,87.66,-1.01,2401684,
34620,"Muncie, IN",UHC Choice POS Plus,OP,IN,113106,113106,0,35.40,33.47,1.93,64.87,65.33,-0.46,2180911,
34620,"Muncie, IN",BCBS PPO,OP,IN,113106,113106,0,37.68,37.76,-0.08,76.12,74.20,1.92,2202618,
34620,"Muncie, IN",BCBS PPO,PROF,IN,113106,113106,0,80.88,80.19,0.69,92.63,91.00,1.63,2265990,
34620,"Muncie, IN",UHC PPO,PROF,IN,113106,113106,0,75.69,62.14,13.55,90.01,78.61,11.40,2396525,
34620,"Muncie, IN",Cigna OAP,OP,IN,113106,113106,0,37.68,39.48,-1.80,77.27,79.99,-2.72,2147995,
34620,"Muncie, IN",UHC PPO,OP,IN,113106,113106,0,35.40,33.47,1.93,64.87,65.33,-0.46,2180911,
34620,"Muncie, IN",Cigna LocalPlus,PROF,IN,113106,113106,0,75.16,74.47,0.69,91.02,91.75,-0.73,2413037,
34620,"Muncie, IN",Cigna PPO,PROF,IN,113106,113106,0,71.89,70.55,1.34,86.52,87.65,-1.13,2411736,
34620,"Muncie, IN",UHC Choice POS Plus,PROF,IN,113106,113106,0,75.58,62.99,12.59,90.01,78.90,11.11,2395084,
34620,"Muncie, IN",UHC POS,PROF,IN,113106,113106,0,75.18,62.70,12.48,89.64,78.61,11.03,2392848,
34620,"Muncie, IN",UHC POS,OP,IN,113106,113106,0,35.40,33.47,1.93,64.87,65.33,-0.46,2180911,
36980,"Owensboro, KY",Aetna Open Choice PPO,OP,KY,113962,113962,0,43.38,32.39,10.99,63.26,57.42,5.84,2043176,
36980,"Owensboro, KY",Cigna PPO,OP,KY,113962,113962,0,3.15,1.45,1.70,37.49,5.53,31.96,2037184,
36980,"Owensboro, KY",Cigna PPO,PROF,KY,113962,113962,0,70.42,70.87,-0.45,82.87,83.23,-0.36,2109471,
36980,"Owensboro, KY",Aetna Open Choice PPO,PROF,KY,113962,113962,0,74.79,64.37,10.42,87.96,75.78,12.18,2362817,
