msa_cbsa_name,carrier_plan_name,v5_spend_per_1k,v5_rate_rank,v6_spend_per_1k,v6_rate_rank,v7_spend_per_1k,v7_rate_rank
"Santa Cruz-Watsonville, CA MSA",UHC POS,7505594.0,5,7529982.0,2,7482740.0,3
"Santa Cruz-Watsonville, CA MSA",UHC PPO,,,7672899.0,5,7599663.0,5
"Santa Fe, NM MSA",Aetna Choice POS,6342973.0,4,6174874.0,8,6308569.0,6
"Santa Fe, NM MSA",Aetna Open Choice PPO,6349011.0,5,6183910.0,9,6308664.0,7
"Santa Fe, NM MSA",BCBS PPO,6303632.0,3,6121814.0,7,6425380.0,9
"Santa Fe, NM MSA",Cigna LocalPlus,,,6063068.0,5,6308962.0,8
"Santa Fe, NM MSA",Cigna OAP,6353540.0,6,6066408.0,6,6297212.0,5
"Santa Fe, NM MSA",Cigna PPO,6268761.0,1,6025278.0,1,6077340.0,1
"Santa Fe, NM MSA",UHC Choice POS Plus,,,6032852.0,2,6246049.0,2
"Santa Fe, NM MSA",UHC POS,6280057.0,2,6035794.0,3,6247921.0,3
"Santa Fe, NM MSA",UHC PPO,,,6044326.0,4,6261916.0,4
"Santa Rosa-Petaluma, CA MSA",Aetna Choice POS,7288559.0,5,7747939.0,10,7577759.0,9
"Santa Rosa-Petaluma, CA MSA",Aetna Open Choice PPO,7290594.0,6,7739073.0,9,7579590.0,10
"Santa Rosa-Petaluma, CA MSA",BCBS PPO,7634997.0,7,7552229.0,5,7295438.0,2
"Santa Rosa-Petaluma, CA MSA",BS CA Blue Shield Preferred Network,7228797.0,3,7385771.0,2,7390855.0,4
"Santa Rosa-Petaluma, CA MSA",Cigna LocalPlus,,,7126600.0,1,7152400.0,1
"Santa Rosa-Petaluma, CA MSA",Cigna OAP,7078174.0,1,7486352.0,4,7403185.0,6
"Santa Rosa-Petaluma, CA MSA",Cigna PPO,7122998.0,2,7486245.0,3,7403126.0,5
"Santa Rosa-Petaluma, CA MSA",UHC Choice POS Plus,,,7586557.0,7,7431415.0,7
"Santa Rosa-Petaluma, CA MSA",UHC POS,7270572.0,4,7569623.0,6,7354289.0,3
"Santa Rosa-Petaluma, CA MSA",UHC PPO,,,7588684.0,8,7436527.0,8
"Sarasota-Bradenton-Venice, FL MSA",Aetna Choice POS,6371683.0,6,6071786.0,9,6404383.0,9
"Sarasota-Bradenton-Venice, FL MSA",Aetna Open Choice PPO,6121778.0,3,5851386.0,5,6189915.0,6
"Sarasota-Bradenton-Venice, FL MSA",BCBS PPO,6039625.0,2,5891887.0,6,6150611.0,5
"Sarasota-Bradenton-Venice, FL MSA",Cigna LocalPlus,,,5741685.0,4,6102209.0,4
"Sarasota-Bradenton-Venice, FL MSA",Cigna OAP,5880514.0,1,5656374.0,2,6078212.0,3
"Sarasota-Bradenton-Venice, FL MSA",Cigna PPO,6224425.0,4,5655702.0,1,6031797.0,2
"Sarasota-Bradenton-Venice, FL MSA",UHC Choice POS Plus,,,6006766.0,8,6273030.0,8
"Sarasota-Bradenton-Venice, FL MSA",UHC POS,6225939.0,5,5985090.0,7,6234797.0,7
"Sarasota-Bradenton-Venice, FL MSA",UHC PPO,,,5688272.0,3,6028757.0,1
"Savannah, GA MSA",Aetna Choice POS,5864390.0,5,5587235.0,9,6146727.0,9
"Savannah, GA MSA",Aetna Open Choice PPO,5868291.0,6,5574993.0,8,6146703.0,8
"Savannah, GA MSA",BCBS PPO,5533690.0,1,5278698.0,1,5692977.0,3
"Savannah, GA MSA",Cigna LocalPlus,,,5323412.0,4,5695875.0,4
"Savannah, GA MSA",Cigna OAP,5539300.0,3,5279696.0,3,5651443.0,2
"Savannah, GA MSA",Cigna PPO,5537560.0,2,5278959.0,2,5648763.0,1
"Savannah, GA MSA",UHC Choice POS Plus,,,5428822.0,6,5823139.0,5
"Savannah, GA MSA",UHC POS,5647158.0,4,5434903.0,7,5833504.0,6
"Savannah, GA MSA",UHC PPO,,,5423963.0,5,5834954.0,7
"Scranton--Wilkes-Barre, PA MSA",Aetna Choice POS,6068053.0,7,5486009.0,6,5905412.0,7
"Scranton--Wilkes-Barre, PA MSA",Aetna Open Choice PPO,6063877.0,6,5484802.0,5,5904577.0,6
"Scranton--Wilkes-Barre, PA MSA",BCBS PPO,5336045.0,2,5171570.0,1,5560137.0,1
"Scranton--Wilkes-Barre, PA MSA",Cigna LocalPlus,,,5328532.0,2,5799265.0,3
"Scranton--Wilkes-Barre, PA MSA",Cigna OAP,5784278.0,3,5330931.0,4,5803768.0,5
"Scranton--Wilkes-Barre, PA MSA",Cigna PPO,5797738.0,4,5329054.0,3,5803053.0,4
"Scranton--Wilkes-Barre, PA MSA",Independence BC PA Personal Choice,17125.0,1,5500731.0,7,5564604.0,2
"Scranton--Wilkes-Barre, PA MSA",UHC Choice POS Plus,,,5783920.0,8,6107002.0,9
"Scranton--Wilkes-Barre, PA MSA",UHC POS,5816499.0,5,5785092.0,9,6105889.0,8
"Scranton--Wilkes-Barre, PA MSA",UHC PPO,,,5789952.0,10,6113716.0,10
"Seattle-Tacoma-Bellevue, WA MSA",Aetna Choice POS,6828171.0,5,6684913.0,8,7042296.0,9
"Seattle-Tacoma-Bellevue, WA MSA",Aetna Open Choice PPO,6827576.0,4,6690653.0,9,7037085.0,8
"Seattle-Tacoma-Bellevue, WA MSA",BCBS PPO,6654422.0,1,6293065.0,3,6744203.0,3
"Seattle-Tacoma-Bellevue, WA MSA",Cigna LocalPlus,,,5968339.0,1,6495947.0,1
"Seattle-Tacoma-Bellevue, WA MSA",Cigna OAP,6690938.0,2,6270073.0,2,6710755.0,2
"Seattle-Tacoma-Bellevue, WA MSA",Cigna PPO,6695164.0,3,6320067.0,4,6774445.0,4
"Seattle-Tacoma-Bellevue, WA MSA",UHC Choice POS Plus,,,6519778.0,5,6866407.0,5
"Seattle-Tacoma-Bellevue, WA MSA",UHC POS,6869915.0,6,6520096.0,6,6867743.0,6
"Seattle-Tacoma-Bellevue, WA MSA",UHC PPO,,,6598189.0,7,6998323.0,7
"Sebastian-Vero Beach, FL MSA",Aetna Choice POS,5882110.0,5,5499242.0,4,6220194.0,9
"Sebastian-Vero Beach, FL MSA",Aetna Open Choice PPO,5886118.0,6,5495076.0,3,6216766.0,8
"Sebastian-Vero Beach, FL MSA",BCBS PPO,5717022.0,4,5542944.0,6,5982282.0,4
"Sebastian-Vero Beach, FL MSA",Cigna LocalPlus,,,5508557.0,5,5932673.0,3
"Sebastian-Vero Beach, FL MSA",Cigna OAP,5381628.0,1,5452889.0,1,5892026.0,1
"Sebastian-Vero Beach, FL MSA",Cigna PPO,5386436.0,2,5453008.0,2,5894780.0,2
"Sebastian-Vero Beach, FL MSA",UHC Choice POS Plus,,,5584684.0,9,6019489.0,6
"Sebastian-Vero Beach, FL MSA",UHC POS,5703315.0,3,5547228.0,7,6010479.0,5
"Sebastian-Vero Beach, FL MSA",UHC PPO,,,5583441.0,8,6020031.0,7
"Sheboygan, WI MSA",Aetna Choice POS,7211477.0,1,7025633.0,3,7206157.0,3
"Sheboygan, WI MSA",Aetna Open Choice PPO,7213586.0,2,7037160.0,4,7216550.0,4
"Sheboygan, WI MSA",BCBS PPO,7609314.0,5,7268707.0,6,7078707.0,1
"Sheboygan, WI MSA",Cigna LocalPlus,,,7515903.0,9,7445487.0,8
"Sheboygan, WI MSA",Cigna OAP,7395374.0,4,7308436.0,8,7410165.0,7
"Sheboygan, WI MSA",Cigna PPO,7356511.0,3,6755899.0,1,7147863.0,2
"Sheboygan, WI MSA",UHC Choice POS Plus,,,7303613.0,7,7404689.0,6
"Sheboygan, WI MSA",UHC POS,7660761.0,6,7225378.0,5,7474529.0,9
"Sheboygan, WI MSA",UHC PPO,,,7008471.0,2,7288117.0,5
"Sherman-Denison, TX MSA",Aetna Choice POS,5643395.0,4,5490059.0,8,5789238.0,9
"Sherman-Denison, TX MSA",Aetna Open Choice PPO,5646407.0,5,5490784.0,9,5786149.0,8
"Sherman-Denison, TX MSA",BCBS PPO,5557838.0,2,5416936.0,4,5715260.0,4
"Sherman-Denison, TX MSA",Cigna LocalPlus,,,5276756.0,1,5590392.0,1
"Sherman-Denison, TX MSA",Cigna OAP,5591587.0,3,5311141.0,3,5594198.0,2
"Sherman-Denison, TX MSA",Cigna PPO,5493743.0,1,5301596.0,2,5594915.0,3
"Sherman-Denison, TX MSA",UHC Choice POS Plus,,,5489973.0,7,5729770.0,5
"Sherman-Denison, TX MSA",UHC POS,5747954.0,6,5483078.0,5,5741848.0,6
"Sherman-Denison, TX MSA",UHC PPO,,,5485623.0,6,5746426.0,7
"Shreveport-Bossier City, LA MSA",Aetna Choice POS,5260262.0,4,4895750.0,1,5589337.0,4
"Shreveport-Bossier City, LA MSA",Aetna Open Choice PPO,5261322.0,5,4900216.0,2,5590657.0,5
"Shreveport-Bossier City, LA MSA",BCBS PPO,5018836.0,1,5070955.0,6,5619433.0,8
"Shreveport-Bossier City, LA MSA",Cigna LocalPlus,,,4935964.0,5,5554421.0,3
"Shreveport-Bossier City, LA MSA",Cigna OAP,5138985.0,2,4918133.0,3,5536134.0,2
"Shreveport-Bossier City, LA MSA",Cigna PPO,5141069.0,3,4927055.0,4,5531379.0,1
"Shreveport-Bossier City, LA MSA",UHC Choice POS Plus,,,5088330.0,9,5633805.0,9
"Shreveport-Bossier City, LA MSA",UHC POS,5386131.0,6,5084292.0,7,5612972.0,7
"Shreveport-Bossier City, LA MSA",UHC PPO,,,5086354.0,8,5612914.0,6
"Sioux City, IA-NE-SD MSA",Aetna Choice POS,5916054.0,3,5469255.0,1,5870910.0,1
"Sioux City, IA-NE-SD MSA",Aetna Open Choice PPO,5952295.0,5,5496800.0,2,5952252.0,4
"Sioux City, IA-NE-SD MSA",BCBS PPO,5716874.0,1,5636126.0,6,6028806.0,9
"Sioux City, IA-NE-SD MSA",Cigna LocalPlus,,,5724720.0,9,6017992.0,8
"Sioux City, IA-NE-SD MSA",Cigna OAP,5940884.0,4,5720407.0,8,6016681.0,7
"Sioux City, IA-NE-SD MSA",Cigna PPO,5958748.0,6,5719156.0,7,6015750.0,6
"Sioux City, IA-NE-SD MSA",UHC Choice POS Plus,,,5612787.0,5,5962094.0,5
"Sioux City, IA-NE-SD MSA",UHC POS,5840123.0,2,5588869.0,3,5950720.0,2
"Sioux City, IA-NE-SD MSA",UHC PPO,,,5590820.0,4,5951486.0,3
"Sioux Falls, SD MSA",Aetna Choice POS,6090296.0,1,6467096.0,1,6522769.0,1
"Sioux Falls, SD MSA",Aetna Open Choice PPO,6118437.0,2,6478288.0,2,6534024.0,2
"Sioux Falls, SD MSA",BCBS PPO,6508963.0,3,6497072.0,3,6675329.0,6
"Sioux Falls, SD MSA",Cigna LocalPlus,,,6546337.0,6,6636912.0,4
"Sioux Falls, SD MSA",Cigna OAP,6535863.0,5,6543431.0,5,6638093.0,5
"Sioux Falls, SD MSA",Cigna PPO,6534953.0,4,6540901.0,4,6636373.0,3
"Sioux Falls, SD MSA",UHC Choice POS Plus,,,6946995.0,9,6945997.0,9
"Sioux Falls, SD MSA",UHC POS,6658174.0,6,6683426.0,7,6849443.0,8
"Sioux Falls, SD MSA",UHC PPO,,,6685581.0,8,6849240.0,7
"South Bend-Mishawaka, IN-MI MSA",Aetna Choice POS,5978309.0,5,5414029.0,1,5967340.0,4
"South Bend-Mishawaka, IN-MI MSA",Aetna Open Choice PPO,5971023.0,4,5426577.0,2,5969388.0,5
"South Bend-Mishawaka, IN-MI MSA",BCBS PPO,6328948.0,6,5836713.0,9,6212959.0,6
"South Bend-Mishawaka, IN-MI MSA",Cigna LocalPlus,,,5430327.0,3,6449293.0,9
"South Bend-Mishawaka, IN-MI MSA",Cigna OAP,5917600.0,2,5440934.0,4,6445957.0,7
"South Bend-Mishawaka, IN-MI MSA",Cigna PPO,5923517.0,3,5442875.0,5,6447127.0,8
"South Bend-Mishawaka, IN-MI MSA",UHC Choice POS Plus,,,5670507.0,6,5870581.0,2
"South Bend-Mishawaka, IN-MI MSA",UHC POS,5870539.0,1,5672822.0,7,5871403.0,3
"South Bend-Mishawaka, IN-MI MSA",UHC PPO,,,5675618.0,8,5869639.0,1
"Spartanburg, SC MSA",Aetna Choice POS,6375430.0,5,5928309.0,1,6418293.0,5
"Spartanburg, SC MSA",Aetna Open Choice PPO,6371150.0,3,5930434.0,2,6420694.0,6
"Spartanburg, SC MSA",BCBS PPO,6373712.0,4,5976463.0,3,6379733.0,4
"Spartanburg, SC MSA",Cigna LocalPlus,,,6077198.0,5,6342197.0,1
"Spartanburg, SC MSA",Cigna OAP,6161266.0,1,6079521.0,6,6344969.0,3
"Spartanburg, SC MSA",Cigna PPO,6178534.0,2,6077166.0,4,6342859.0,2
"Spartanburg, SC MSA",UHC Choice POS Plus,,,6202201.0,8,6529302.0,8
"Spartanburg, SC MSA",UHC POS,6499437.0,6,6203099.0,9,6528815.0,7
"Spartanburg, SC MSA",UHC PPO,,,6200474.0,7,6529698.0,9
"Spokane, WA MSA",Aetna Choice POS,6510330.0,6,6456730.0,8,6518027.0,7
"Spokane, WA MSA",Aetna Open Choice PPO,6507889.0,5,6463977.0,9,6521770.0,8
"Spokane, WA MSA",BCBS PPO,6276562.0,1,6096838.0,4,6458756.0,4
"Spokane, WA MSA",Cigna LocalPlus,,,5498325.0,1,6040997.0,1
"Spokane, WA MSA",Cigna OAP,6353467.0,3,6022203.0,3,6411825.0,3
"Spokane, WA MSA",Cigna PPO,6330380.0,2,6020893.0,2,6409826.0,2
"Spokane, WA MSA",UHC Choice POS Plus,,,6263402.0,6,6473546.0,5
"Spokane, WA MSA",UHC POS,6393324.0,4,6255655.0,5,6476342.0,6
"Spokane, WA MSA",UHC PPO,,,6384822.0,7,6629119.0,9
"Springfield, IL MSA",Aetna Choice POS,5940416.0,4,5960741.0,6,6094026.0,5
"Springfield, IL MSA",Aetna Open Choice PPO,5948519.0,5,5959718.0,5,6093771.0,4
"Springfield, IL MSA",BCBS PPO,5746793.0,1,5812393.0,1,6125600.0,6
"Springfield, IL MSA",Cigna LocalPlus,,,5857864.0,3,6020869.0,1
"Springfield, IL MSA",Cigna OAP,5851369.0,3,5852696.0,2,6025164.0,3
"Springfield, IL MSA",Cigna PPO,5849426.0,2,5863007.0,4,6023493.0,2
"Springfield, IL MSA",UHC Choice POS Plus,,,5994679.0,7,6164112.0,7
"Springfield, IL MSA",UHC POS,6000631.0,6,5996428.0,8,6165424.0,8
"Springfield, IL MSA",UHC PPO,,,5999873.0,9,6168912.0,9
"Springfield, MA MSA",Aetna Choice POS,5458633.0,1,5720121.0,7,6035458.0,7
"Springfield, MA MSA",Aetna Open Choice PPO,5462127.0,2,5736409.0,9,6038745.0,9
"Springfield, MA MSA",BCBS PPO,5658601.0,6,5546372.0,2,6037138.0,8
"Springfield, MA MSA",Cigna LocalPlus,,,5677081.0,6,5972294.0,6
"Springfield, MA MSA",Cigna OAP,5471890.0,3,5672239.0,4,5952532.0,4
"Springfield, MA MSA",Cigna PPO,5509480.0,5,5673921.0,5,5953341.0,5
"Springfield, MA MSA",UHC Choice POS Plus,,,5730413.0,8,5895017.0,3
"Springfield, MA MSA",UHC POS,5488445.0,4,5542470.0,1,5881885.0,1
"Springfield, MA MSA",UHC PPO,,,5548343.0,3,5885040.0,2
"Springfield, MO MSA",Aetna Choice POS,5777761.0,3,5172191.0,1,5995956.0,2
"Springfield, MO MSA",Aetna Open Choice PPO,5777912.0,4,5175872.0,2,5992795.0,1
"Springfield, MO MSA",BCBS PPO,6048862.0,6,5757797.0,9,6359192.0,9
"Springfield, MO MSA",Cigna LocalPlus,,,5670336.0,8,6324745.0,8
"Springfield, MO MSA",Cigna OAP,5713524.0,2,5469838.0,6,6140049.0,5
"Springfield, MO MSA",Cigna PPO,5805766.0,5,5529069.0,7,6154216.0,6
"Springfield, MO MSA",UHC Choice POS Plus,,,5373352.0,3,6037380.0,3
"Springfield, MO MSA",UHC POS,5668514.0,1,5424396.0,4,6082816.0,4
"Springfield, MO MSA",UHC PPO,,,5464928.0,5,6213422.0,7
"Springfield, OH MSA",Aetna Choice POS,5386314.0,4,5321520.0,6,5726702.0,4
"Springfield, OH MSA",Aetna Open Choice PPO,5388995.0,5,5321449.0,5,5730399.0,5
"Springfield, OH MSA",BCBS PPO,5351056.0,3,5280085.0,4,5740483.0,6
"Springfield, OH MSA",Cigna LocalPlus,,,5062668.0,2,5414726.0,1
"Springfield, OH MSA",Cigna OAP,5175861.0,1,5070161.0,3,5419495.0,2
"Springfield, OH MSA",Cigna PPO,5193007.0,2,5058706.0,1,5419875.0,3
"Springfield, OH MSA",UHC Choice POS Plus,,,5339150.0,8,5741629.0,7
"Springfield, OH MSA",UHC POS,5409402.0,6,5338223.0,7,5741794.0,8
"Springfield, OH MSA",UHC PPO,,,5341953.0,9,5744724.0,9
"St. Cloud, MN MSA",Aetna Choice POS,6763137.0,2,6679841.0,1,6874339.0,2
"St. Cloud, MN MSA",Aetna Open Choice PPO,6765883.0,3,6680620.0,2,6874082.0,1
"St. Cloud, MN MSA",BCBS PPO,6720578.0,1,6789347.0,7,6992589.0,8
"St. Cloud, MN MSA",Cigna LocalPlus,,,6781139.0,5,6964742.0,3
"St. Cloud, MN MSA",Cigna OAP,6837698.0,5,6789911.0,8,6967159.0,5
"St. Cloud, MN MSA",Cigna PPO,6837223.0,4,6788840.0,6,6966662.0,4
"St. Cloud, MN MSA",UHC Choice POS Plus,,,6804169.0,9,6993959.0,9
"St. Cloud, MN MSA",UHC POS,6838538.0,6,6760937.0,4,6986589.0,7
"St. Cloud, MN MSA",UHC PPO,,,6759692.0,3,6979344.0,6
"St. George, UT MSA",Aetna Choice POS,5867549.0,5,5498494.0,3,6198378.0,6
"St. George, UT MSA",Aetna Open Choice PPO,5868737.0,6,5456885.0,2,6185487.0,2
"St. George, UT MSA",BCBS PPO,5859448.0,4,5770263.0,9,6399929.0,9
"St. George, UT MSA",Cigna LocalPlus,,,5444754.0,1,6144764.0,1
"St. George, UT MSA",Cigna OAP,5641634.0,1,5526376.0,5,6208920.0,8
"St. George, UT MSA",Cigna PPO,5662034.0,2,5524346.0,4,6207686.0,7
"St. George, UT MSA",UHC Choice POS Plus,,,5548366.0,8,6198082.0,5
"St. George, UT MSA",UHC POS,5725840.0,3,5547277.0,7,6197691.0,4
"St. George, UT MSA",UHC PPO,,,5546176.0,6,6196676.0,3
"St. Joseph, MO-KS MSA",Aetna Choice POS,5875130.0,4,5544363.0,4,6205735.0,4
"St. Joseph, MO-KS MSA",Aetna Open Choice PPO,5873968.0,3,5545650.0,5,6210865.0,5
"St. Joseph, MO-KS MSA",BCBS PPO,6754034.0,6,5750846.0,9,6299992.0,9
"St. Joseph, MO-KS MSA",Cigna LocalPlus,,,5540442.0,3,6113799.0,1
"St. Joseph, MO-KS MSA",Cigna OAP,5800573.0,2,5531840.0,2,6120923.0,3
"St. Joseph, MO-KS MSA",Cigna PPO,5799884.0,1,5526691.0,1,6117288.0,2
"St. Joseph, MO-KS MSA",UHC Choice POS Plus,,,5639317.0,7,6232237.0,7
"St. Joseph, MO-KS MSA",UHC POS,5882034.0,5,5636209.0,6,6230378.0,6
"St. Joseph, MO-KS MSA",UHC PPO,,,5642929.0,8,6233061.0,8
"St. Louis, MO-IL MSA",Aetna Choice POS,5780886.0,3,5348452.0,1,5863454.0,7
"St. Louis, MO-IL MSA",Aetna Open Choice PPO,5786706.0,4,5348765.0,2,5862605.0,6
"St. Louis, MO-IL MSA",BCBS PPO,6243769.0,6,5973709.0,9,6149003.0,9
"St. Louis, MO-IL MSA",Cigna LocalPlus,,,5379056.0,3,5674915.0,1
"St. Louis, MO-IL MSA",Cigna OAP,5726318.0,2,5462255.0,6,5723157.0,2
"St. Louis, MO-IL MSA",Cigna PPO,5790587.0,5,5502235.0,7,5765577.0,3
"St. Louis, MO-IL MSA",UHC Choice POS Plus,,,5410672.0,4,5771533.0,4
"St. Louis, MO-IL MSA",UHC POS,5634547.0,1,5434989.0,5,5804549.0,5
"St. Louis, MO-IL MSA",UHC PPO,,,5515872.0,8,5899080.0,8
"State College, PA MSA",Aetna Choice POS,5862004.0,6,5675768.0,6,6153734.0,9
"State College, PA MSA",Aetna Open Choice PPO,5867156.0,7,5687815.0,9,6146174.0,8
"State College, PA MSA",BCBS PPO,2605351.0,1,5791795.0,11,6288572.0,10
"State College, PA MSA",Cigna LocalPlus,,,5420945.0,1,5885022.0,1
"State College, PA MSA",Cigna OAP,5562996.0,2,5443094.0,3,5915633.0,3
"State College, PA MSA",Cigna PPO,5574606.0,3,5442265.0,2,5914433.0,2
"State College, PA MSA",Highmark BS PA Statewide PPO,5700331.0,5,5715603.0,10,6144003.0,7
"State College, PA MSA",Independence BC PA Personal Choice,,,5618547.0,4,6296317.0,11
"State College, PA MSA",UHC Choice POS Plus,,,5676664.0,7,6028471.0,5
"State College, PA MSA",UHC POS,5640407.0,4,5673365.0,5,6028147.0,4
"State College, PA MSA",UHC PPO,,,5676829.0,8,6030403.0,6
"Stockton, CA MSA",Aetna Choice POS,7316360.0,6,7470859.0,9,7286440.0,8
"Stockton, CA MSA",Aetna Open Choice PPO,7325882.0,7,7498023.0,10,7288778.0,9
"Stockton, CA MSA",BCBS PPO,7198084.0,2,7277979.0,5,7058603.0,2
"Stockton, CA MSA",BS CA Blue Shield Preferred Network,7302402.0,4,7326239.0,6,7384805.0,10
"Stockton, CA MSA",Cigna LocalPlus,,,7068313.0,1,6965350.0,1
"Stockton, CA MSA",Cigna OAP,7309026.0,5,7362405.0,7,7254652.0,6
"Stockton, CA MSA",Cigna PPO,7275340.0,3,7371312.0,8,7257101.0,7
"Stockton, CA MSA",UHC Choice POS Plus,,,7252134.0,3,7122641.0,3
"Stockton, CA MSA",UHC POS,7105421.0,1,7193304.0,2,7133861.0,4
"Stockton, CA MSA",UHC PPO,,,7270046.0,4,7136663.0,5
"Sumter, SC MSA",Aetna Choice POS,6045072.0,5,5799198.0,1,6410506.0,8
"Sumter, SC MSA",Aetna Open Choice PPO,6051538.0,6,5803125.0,5,6411912.0,9
"Sumter, SC MSA",BCBS PPO,5982294.0,2,5867588.0,9,6318780.0,7
"Sumter, SC MSA",Cigna LocalPlus,,,5856036.0,6,6278956.0,5
"Sumter, SC MSA",Cigna OAP,6007434.0,3,5857068.0,7,6278837.0,4
"Sumter, SC MSA",Cigna PPO,6025268.0,4,5858221.0,8,6282483.0,6
"Sumter, SC MSA",UHC Choice POS Plus,,,5800514.0,2,6263963.0,2
"Sumter, SC MSA",UHC POS,5908152.0,1,5801571.0,3,6262880.0,1
"Sumter, SC MSA",UHC PPO,,,5802952.0,4,6267395.0,3
"Syracuse, NY MSA",Aetna Choice POS,5387558.0,3,5237950.0,3,5855256.0,4
"Syracuse, NY MSA",Aetna Open Choice PPO,5384959.0,2,5237101.0,2,5861561.0,5
"Syracuse, NY MSA",Anthem BCBS NY Empire PPO,5477861.0,6,5334978.0,7,5838170.0,3
"Syracuse, NY MSA",BCBS PPO,486423.0,1,5243345.0,4,5826367.0,2
"Syracuse, NY MSA",Cigna LocalPlus,,,5209944.0,1,5781487.0,1
"Syracuse, NY MSA",Cigna OAP,5465648.0,5,5278752.0,6,5881480.0,7
"Syracuse, NY MSA",Cigna PPO,5464299.0,4,5277035.0,5,5881273.0,6
"Syracuse, NY MSA",UHC Choice POS Plus,,,5554840.0,8,6049215.0,8
"Syracuse, NY MSA",UHC POS,5673334.0,7,5557512.0,9,6049652.0,9
"Syracuse, NY MSA",UHC PPO,,,5557750.0,10,6054610.0,10
TN NONMETROPOLITAN AREA,Aetna Choice POS,5436369.0,5,5149987.0,4,5521789.0,3
TN NONMETROPOLITAN AREA,Aetna Open Choice PPO,5349880.0,3,5108661.0,2,5446021.0,2
TN NONMETROPOLITAN AREA,BCBS PPO,5374516.0,4,5298761.0,9,5637040.0,6
TN NONMETROPOLITAN AREA,Cigna LocalPlus,,,5233651.0,8,5601216.0,5
TN NONMETROPOLITAN AREA,Cigna OAP,5448049.0,6,5133041.0,3,5580097.0,4
TN NONMETROPOLITAN AREA,Cigna PPO,5341046.0,1,5047939.0,1,5314889.0,1
TN NONMETROPOLITAN AREA,UHC Choice POS Plus,,,5155059.0,5,5699533.0,7
TN NONMETROPOLITAN AREA,UHC POS,5348716.0,2,5156310.0,6,5705141.0,8
TN NONMETROPOLITAN AREA,UHC PPO,,,5164828.0,7,5722015.0,9
TX NONMETROPOLITAN AREA,Aetna Choice POS,6318421.0,5,5451995.0,9,5556159.0,6
TX NONMETROPOLITAN AREA,Aetna Open Choice PPO,6342002.0,6,5451745.0,8,5544270.0,5
TX NONMETROPOLITAN AREA,BCBS PPO,5808096.0,1,5228609.0,1,5420647.0,1
TX NONMETROPOLITAN AREA,Cigna LocalPlus,,,5342724.0,3,5592627.0,7
TX NONMETROPOLITAN AREA,Cigna OAP,6015408.0,2,5364751.0,5,5634966.0,8
TX NONMETROPOLITAN AREA,Cigna PPO,6016166.0,3,5422536.0,7,5635966.0,9
TX NONMETROPOLITAN AREA,UHC Choice POS Plus,,,5347398.0,4,5529929.0,2
TX NONMETROPOLITAN AREA,UHC POS,6072655.0,4,5341717.0,2,5535066.0,4
TX NONMETROPOLITAN AREA,UHC PPO,,,5380107.0,6,5533837.0,3
"Tallahassee, FL MSA",Aetna Choice POS,5965515.0,1,5647336.0,2,6107045.0,2
"Tallahassee, FL MSA",Aetna Open Choice PPO,5971177.0,2,5647831.0,3,6108402.0,3
"Tallahassee, FL MSA",BCBS PPO,6091184.0,6,5770609.0,9,6179991.0,8
"Tallahassee, FL MSA",Cigna LocalPlus,,,5756837.0,7,6190571.0,9
"Tallahassee, FL MSA",Cigna OAP,6037829.0,4,5755964.0,6,6174885.0,7
"Tallahassee, FL MSA",Cigna PPO,6047125.0,5,5757664.0,8,6168270.0,6
"Tallahassee, FL MSA",UHC Choice POS Plus,,,5705838.0,5,6134172.0,5
"Tallahassee, FL MSA",UHC POS,5983880.0,3,5699479.0,4,6122518.0,4
"Tallahassee, FL MSA",UHC PPO,,,5640186.0,1,6099266.0,1
"Tampa-St. Petersburg-Clearwater, FL",Aetna Choice POS,6664231.0,5,6519850.0,9,6869796.0,9
"Tampa-St. Petersburg-Clearwater, FL",Aetna Open Choice PPO,6770018.0,6,6337183.0,6,6669638.0,7
"Tampa-St. Petersburg-Clearwater, FL",BCBS PPO,6392159.0,1,6315267.0,3,6696269.0,8
"Tampa-St. Petersburg-Clearwater, FL",Cigna LocalPlus,,,6330911.0,5,6556298.0,5
"Tampa-St. Petersburg-Clearwater, FL",Cigna OAP,6451566.0,2,6268204.0,2,6500109.0,4
"Tampa-St. Petersburg-Clearwater, FL",Cigna PPO,6537097.0,3,6218430.0,1,6497297.0,3
"Tampa-St. Petersburg-Clearwater, FL",UHC Choice POS Plus,,,6355429.0,7,6449540.0,2
"Tampa-St. Petersburg-Clearwater, FL",UHC POS,6572923.0,4,6320870.0,4,6395042.0,1
"Tampa-St. Petersburg-Clearwater, FL",UHC PPO,,,6494438.0,8,6609137.0,6
"Terre Haute, IN MSA",Aetna Choice POS,5902514.0,5,5680071.0,5,6049526.0,5
"Terre Haute, IN MSA",Aetna Open Choice PPO,5868135.0,3,5678706.0,4,6049448.0,4
"Terre Haute, IN MSA",BCBS PPO,5991949.0,6,5770384.0,6,6088539.0,6
"Terre Haute, IN MSA",Cigna LocalPlus,,,5931799.0,7,6300684.0,8
"Terre Haute, IN MSA",Cigna OAP,5816086.0,2,5945369.0,8,6094149.0,7
"Terre Haute, IN MSA",Cigna PPO,5901295.0,4,6655945.0,9,6836985.0,9
"Terre Haute, IN MSA",UHC Choice POS Plus,,,5512423.0,1,5715743.0,1
"Terre Haute, IN MSA",UHC POS,5748160.0,1,5514937.0,2,5716472.0,2
